Timestamp,Value,Quality Code
2021-01-06 20:45:00+00:00,1016.01,130
2021-01-06 21:00:00+00:00,1015.92,130
2021-01-06 21:15:00+00:00,1015.89,130
2021-01-06 21:30:00+00:00,1015.86,130
2021-01-06 21:45:00+00:00,1015.83,130
2021-01-06 22:00:00+00:00,1015.81,130
2021-01-06 22:15:00+00:00,1015.74,130
2021-01-06 22:30:00+00:00,1015.7,130
2021-01-06 22:45:00+00:00,1015.61,130
2021-01-06 23:00:00+00:00,1015.51,130
2021-01-06 23:15:00+00:00,1015.36,130
2021-01-06 23:30:00+00:00,1015.41,130
2021-01-06 23:45:00+00:00,1015.31,130
2021-01-07 00:00:00+00:00,1015.2,130
2021-01-07 00:15:00+00:00,1015.11,130
